"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M"
"8600000US90059","ZCTA5 90059","9429","310","14.2","2.3","9.4","1.7","14.5","2.1","13.6","2.5","15.8","2.2","15.1","2.1","9.0","1.9","5.9","1.2","2.3","1.2","0.3","0.4","33678","2445","44318","2546","45.8","(X)","(X)","(X)","(X)","(X)","7850","326","14.3","2.4","8.4","2.0","16.2","2.7","12.6","2.5","15.8","2.4","15.7","2.2","7.5","1.8","6.3","1.4","2.7","1.4","0.3","0.5","33728","3121","44680","2947","(X)","(X)","45.2","(X)","(X)","(X)","3286","297","4.5","2.7","6.7","2.9","11.0","3.4","12.3","3.4","19.4","4.1","22.9","4.4","8.9","2.5","10.0","3.1","3.7","2.2","0.7","1.1","47328","6416","56840","5073","(X)","(X)","(X)","(X)","(X)","(X)","1579","265","19.7","7.0","16.3","4.9","14.9","5.1","14.8","5.3","10.3","5.0","12.4","4.9","10.1","6.6","1.5","1.1","0.0","2.2","0.0","2.2","24614","3741","32365","4776","(X)","(X)","(X)","(X)","40.7","(X)"
"8600000US90061","ZCTA5 90061","7403","254","14.0","2.8","8.6","2.1","14.8","2.5","13.3","2.6","16.3","2.5","19.6","3.0","7.4","1.8","4.7","1.6","1.1","0.8","0.2","0.3","34566","2735","42597","2629","43.6","(X)","(X)","(X)","(X)","(X)","5748","291","12.3","3.0","7.1","2.3","14.6","3.1","14.2","2.9","16.5","2.9","20.5","3.4","8.8","2.1","4.6","1.6","1.0","0.9","0.3","0.3","36755","4010","44527","2958","(X)","(X)","44.8","(X)","(X)","(X)","2668","232","5.4","3.2","3.9","2.1","12.3","3.9","12.8","4.2","20.8","5.0","24.9","5.8","10.8","3.6","8.0","3.3","1.2","1.4","0.0","1.3","45397","3241","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1655","243","22.8","5.9","15.0","5.2","18.4","5.1","12.3","4.5","12.6","5.1","14.0","5.5","1.8","1.4","1.8","1.9","1.3","1.5","0.0","2.1","21044","3276","29597","4105","(X)","(X)","(X)","(X)","35.0","(X)"
"8600000US90062","ZCTA5 90062","9319","311","10.0","2.1","13.0","2.4","17.0","2.4","12.6","2.5","14.8","2.4","17.4","2.7","8.8","1.7","4.9","1.1","0.7","0.4","0.8","0.5","32067","3566","42231","2547","41.7","(X)","(X)","(X)","(X)","(X)","6709","361","7.0","2.3","10.7","2.7","15.8","2.6","13.7","2.8","16.3","2.9","20.4","3.4","9.5","2.1","4.7","1.5","1.1","0.6","0.7","0.6","37003","3751","45759","2953","(X)","(X)","43.7","(X)","(X)","(X)","2675","295","3.6","2.3","3.8","2.1","13.6","4.0","12.5","4.0","17.5","4.4","26.4","4.9","12.0","3.6","8.0","3.3","2.2","1.4","0.3","0.5","49381","3937","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2610","302","20.5","5.2","22.5","5.2","21.9","5.8","9.7","3.8","12.5","4.3","6.3","3.1","4.4","2.5","1.8","1.4","0.0","1.3","0.4","0.7","16737","1944","26130","3597","(X)","(X)","(X)","(X)","29.4","(X)"
"8600000US90063","ZCTA5 90063","13483","308","8.0","1.5","9.1","1.5","17.2","2.2","11.1","1.7","16.4","1.8","18.5","1.6","11.3","1.7","6.3","1.3","1.8","0.7","0.4","0.2","39206","2290","47620","1614","44.8","(X)","(X)","(X)","(X)","(X)","10593","332","5.0","1.3","7.0","1.5","16.7","2.3","12.0","1.9","18.0","2.0","19.9","2.2","12.3","2.0","6.4","1.4","2.1","0.9","0.5","0.3","42215","1761","51044","1891","(X)","(X)","46.2","(X)","(X)","(X)","6195","416","2.1","1.1","4.1","1.5","14.0","2.4","12.5","2.2","18.6","2.7","23.0","3.2","13.4","2.5","8.5","2.3","3.2","1.4","0.6","0.4","48954","2684","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2890","272","21.0","4.6","21.8","4.1","18.4","4.5","8.2","3.1","13.4","4.2","9.7","3.4","5.1","2.7","2.1","1.3","0.2","0.3","0.0","1.2","18992","3064","28089","2480","(X)","(X)","(X)","(X)","31.7","(X)"
"8600000US90064","ZCTA5 90064","10679","301","5.5","1.4","2.7","1.3","6.0","1.8","6.9","1.5","11.2","1.8","12.6","2.0","12.1","2.1","14.2","2.3","9.3","1.7","19.6","2.0","86573","5904","132820","7165","33.0","(X)","(X)","(X)","(X)","(X)","6023","306","2.6","1.2","0.6","0.5","5.3","2.5","6.3","1.8","9.1","2.2","10.5","2.2","10.9","2.8","16.8","3.1","10.8","2.3","27.0","3.3","110840","7923","167608","11530","(X)","(X)","33.4","(X)","(X)","(X)","4679","281","0.9","0.7","0.8","0.6","2.2","1.2","5.5","2.0","7.5","2.4","8.4","2.2","9.3","2.6","18.8","3.6","13.3","2.8","33.3","3.9","136386","17052","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4656","311","9.7","2.8","5.5","2.9","6.4","2.5","8.0","2.4","14.0","2.9","15.7","3.0","13.2","3.2","10.4","3.2","7.2","2.6","9.9","2.4","59671","10055","86843","8053","(X)","(X)","(X)","(X)","32.0","(X)"
"8600000US90065","ZCTA5 90065","14769","315","6.8","1.2","6.3","1.3","10.7","1.5","10.7","1.2","13.3","1.7","18.1","1.6","9.9","1.3","12.1","1.8","5.8","1.0","6.2","1.2","52794","2966","75491","4097","32.5","(X)","(X)","(X)","(X)","(X)","9918","380","5.2","1.3","3.9","1.2","12.3","2.0","11.4","1.7","12.9","2.1","18.6","2.1","10.2","1.6","12.1","2.1","6.1","1.4","7.4","1.4","54635","2737","80046","4729","(X)","(X)","34.2","(X)","(X)","(X)","6441","389","3.6","1.6","2.7","1.5","7.6","1.7","8.7","1.8","13.6","2.6","17.7","2.6","11.7","2.1","15.4","2.6","8.2","2.1","10.7","2.1","65574","5093","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4851","327","12.3","2.5","11.2","2.8","10.4","2.5","9.8","2.4","12.9","3.0","16.4","3.6","8.4","2.2","10.9","2.6","4.4","1.6","3.4","1.7","40972","4344","60641","7492","(X)","(X)","(X)","(X)","25.6","(X)"
"8600000US90066","ZCTA5 90066","24213","355","5.9","1.0","2.7","0.6","8.8","1.2","7.4","1.1","11.2","1.3","18.1","1.6","12.4","1.3","15.9","1.5","7.0","0.9","10.6","1.2","68346","3366","94927","3389","27.7","(X)","(X)","(X)","(X)","(X)","13044","475","3.3","1.0","1.9","1.0","7.8","1.6","8.1","1.7","9.5","1.6","16.8","2.0","12.4","1.7","15.6","1.9","8.9","1.5","15.5","2.0","80477","4159","112540","6061","(X)","(X)","29.9","(X)","(X)","(X)","9336","430","1.5","0.9","1.0","0.6","6.4","1.7","6.4","1.5","8.9","1.8","14.5","2.2","12.0","2.1","17.4","2.3","11.0","2.1","20.9","2.7","97875","7851","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11169","490","9.7","1.9","4.5","1.1","9.9","1.7","7.4","1.5","13.6","2.1","18.5","2.4","12.2","2.1","15.0","2.4","5.0","1.3","4.3","1.1","56618","4462","71468","3498","(X)","(X)","(X)","(X)","24.2","(X)"
"8600000US90067","ZCTA5 90067","1474","148","7.7","4.1","2.0","1.9","6.1","4.1","3.5","2.6","7.7","5.4","13.0","5.4","12.6","5.3","15.4","6.2","3.9","2.7","28.0","8.6","89500","27182","197433","55557","44.4","(X)","(X)","(X)","(X)","(X)","636","142","6.0","8.1","0.0","5.4","3.8","4.9","3.1","3.5","0.0","5.4","11.6","8.9","22.8","11.2","19.7","10.5","4.1","4.9","28.9","12.3","119074","46630","194456","56589","(X)","(X)","46.1","(X)","(X)","(X)","522","135","2.3","3.5","0.0","6.5","2.9","5.3","3.8","4.4","0.0","6.5","9.0","11.6","25.5","13.6","16.3","12.2","5.0","5.8","35.2","14.5","128977","43864","N","N","(X)","(X)","(X)","(X)","(X)","(X)","838","154","12.1","6.3","3.6","3.4","4.8","3.9","3.8","3.6","13.6","9.2","14.1","6.6","4.9","4.0","12.2","8.5","3.7","3.6","27.3","10.8","69551","29283","199205","87187","(X)","(X)","(X)","(X)","43.2","(X)"
"8600000US90068","ZCTA5 90068","12056","394","6.9","1.6","3.6","1.3","6.2","1.6","7.5","1.8","10.0","2.1","16.5","2.7","10.3","1.9","13.2","2.0","7.4","1.3","18.4","2.4","73373","6854","126162","9375","29.5","(X)","(X)","(X)","(X)","(X)","3851","373","3.3","1.7","0.5","0.6","1.6","1.3","4.7","2.4","7.1","3.2","10.9","3.1","9.9","3.0","15.7","4.1","12.5","3.0","33.7","5.2","137471","18794","197453","20161","(X)","(X)","28.4","(X)","(X)","(X)","2962","311","0.9","1.2","0.2","0.4","1.8","1.6","4.4","2.7","6.5","3.5","9.1","3.2","9.5","3.3","15.8","4.7","14.1","3.7","37.8","5.8","156310","23588","N","N","(X)","(X)","(X)","(X)","(X)","(X)","8205","479","8.6","2.4","5.1","1.8","8.3","2.2","9.1","2.2","11.5","2.9","19.5","3.5","10.1","2.3","12.2","2.5","4.9","1.5","10.8","2.7","56357","3172","91100","8935","(X)","(X)","(X)","(X)","29.9","(X)"
"8600000US90069","ZCTA5 90069","12884","486","5.5","1.6","4.2","1.5","5.5","1.4","9.6","2.1","8.3","2.3","14.3","2.3","14.1","3.0","14.7","2.6","8.0","2.2","16.0","2.9","78607","6893","132782","14846","25.3","(X)","(X)","(X)","(X)","(X)","2719","376","2.6","2.5","0.9","0.9","6.2","3.5","5.4","2.8","4.3","2.9","10.8","4.2","11.1","5.6","12.7","5.2","15.2","6.5","30.8","6.1","122996","26685","212106","34468","(X)","(X)","23.9","(X)","(X)","(X)","2156","332","0.0","1.6","0.0","1.6","4.0","2.4","6.2","3.6","3.8","3.1","10.6","4.5","12.6","6.6","13.7","6.0","15.4","7.1","33.7","7.5","137500","49381","N","N","(X)","(X)","(X)","(X)","(X)","(X)","10165","554","6.7","1.9","5.0","1.8","5.3","1.5","10.7","2.6","9.3","2.5","15.2","2.9","14.9","3.2","14.8","3.2","6.2","2.0","11.9","3.1","71399","8043","110228","14581","(X)","(X)","(X)","(X)","24.9","(X)"
"8600000US90071","ZCTA5 90071","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US90073","ZCTA5 90073","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US90077","ZCTA5 90077","3280","191","1.8","1.1","1.6","1.6","2.6","1.9","3.9","2.1","3.7","1.7","8.7","3.0","8.4","3.2","12.8","3.3","12.2","3.6","44.2","5.2","172443","23671","277066","39713","40.2","(X)","(X)","(X)","(X)","(X)","2372","205","0.2","0.3","0.2","0.4","2.2","2.0","2.4","1.6","3.1","1.8","6.5","2.6","6.5","3.5","13.1","4.2","13.5","4.7","52.4","6.0","213380","24262","329509","51719","(X)","(X)","41.1","(X)","(X)","(X)","2097","204","0.0","1.7","0.2","0.4","0.7","0.8","1.3","1.3","1.9","1.3","6.8","2.8","4.6","2.7","14.8","4.7","15.3","5.2","54.4","6.5","219234","19085","N","N","(X)","(X)","(X)","(X)","(X)","(X)","908","132","5.9","4.0","5.3","5.7","3.7","2.8","8.0","6.2","5.3","3.7","14.3","7.5","13.5","7.8","12.0","5.8","8.9","6.1","22.9","8.7","86000","13443","136736","28462","(X)","(X)","(X)","(X)","36.9","(X)"
"8600000US90079","ZCTA5 90079","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US90089","ZCTA5 90089","15","15","33.3","47.0","66.7","47.0","0.0","79.5","0.0","79.5","0.0","79.5","0.0","79.5","0.0","79.5","0.0","79.5","0.0","79.5","0.0","79.5","10625","2507","10560","2155","13.3","(X)","(X)","(X)","(X)","(X)","10","14","0.0","97.3","100.0","97.3","0.0","97.3","0.0","97.3","0.0","97.3","0.0","97.3","0.0","97.3","0.0","97.3","0.0","97.3","0.0","97.3","-","**","N","N","(X)","(X)","0.0","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5","5","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","40.0","(X)"
"8600000US90090","ZCTA5 90090","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US90094","ZCTA5 90094","2957","185","5.1","3.4","1.9","2.1","7.6","4.4","8.1","4.1","7.4","3.4","13.8","5.5","6.6","3.1","16.3","4.5","9.7","4.2","23.5","6.0","96010","27849","135984","17087","29.4","(X)","(X)","(X)","(X)","(X)","1162","214","0.0","3.0","2.8","4.6","0.0","3.0","3.5","4.0","10.0","6.9","3.9","3.3","3.4","3.4","11.5","5.9","21.8","9.0","43.1","10.5","183077","23903","214979","30256","(X)","(X)","25.0","(X)","(X)","(X)","962","204","0.0","3.6","0.0","3.6","0.0","3.6","4.3","4.7","5.8","6.4","3.4","3.9","4.1","4.1","9.4","6.1","24.7","10.1","48.3","11.8","193974","33905","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1795","236","8.4","5.6","1.3","1.7","12.6","7.1","11.1","6.1","5.7","3.8","20.2","8.9","8.6","4.7","21.3","6.3","1.9","3.1","8.8","4.3","63225","9723","81743","10949","(X)","(X)","(X)","(X)","31.0","(X)"
"8600000US90095","ZCTA5 90095","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","12","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)"
"8600000US90201","ZCTA5 90201","24249","526","6.7","0.9","7.3","0.8","16.8","1.4","15.5","1.5","20.4","1.2","17.9","1.5","8.9","1.2","5.0","0.7","1.3","0.4","0.3","0.1","37013","1041","45078","1237","42.4","(X)","(X)","(X)","(X)","(X)","21064","386","6.7","1.0","6.6","0.9","18.1","1.5","15.9","1.5","20.7","1.3","16.4","1.4","9.0","1.3","4.9","0.7","1.3","0.4","0.3","0.2","36483","1089","44662","1400","(X)","(X)","41.3","(X)","(X)","(X)","12790","463","3.0","0.9","3.6","0.8","15.5","1.5","15.3","1.8","23.3","2.0","19.1","1.7","10.7","1.6","7.2","1.1","1.8","0.6","0.5","0.3","42175","1679","51719","1837","(X)","(X)","(X)","(X)","(X)","(X)","3185","398","21.3","4.7","17.9","3.4","18.0","4.4","10.5","3.1","13.0","3.2","14.0","3.6","3.0","1.8","2.3","1.7","0.0","1.1","0.0","1.1","18914","2614","28953","2806","(X)","(X)","(X)","(X)","35.4","(X)"
"8600000US90210","ZCTA5 90210","8373","287","7.3","2.2","5.2","1.8","6.2","2.0","3.3","1.5","4.8","1.8","7.2","2.1","6.5","2.0","12.9","2.5","9.4","2.5","37.2","3.5","138750","14066","296809","35030","44.5","(X)","(X)","(X)","(X)","(X)","5336","310","5.6","2.3","2.4","1.9","1.7","0.9","3.3","1.9","4.9","2.6","6.8","2.3","6.2","2.4","12.4","2.9","10.3","2.7","46.4","4.6","173555","20631","359053","48727","(X)","(X)","49.2","(X)","(X)","(X)","4622","347","4.1","2.2","1.6","1.6","1.4","0.9","3.1","2.0","5.0","2.9","5.1","1.9","4.9","2.2","13.9","3.2","11.1","3.0","49.7","5.2","194625","42583","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3037","330","11.9","4.7","10.2","3.7","14.2","4.9","4.1","2.1","4.4","2.2","8.3","4.2","9.5","4.4","11.2","4.1","6.9","4.5","19.2","4.6","59507","18790","153926","37305","(X)","(X)","(X)","(X)","33.3","(X)"
"8600000US90211","ZCTA5 90211","3614","217","7.9","3.2","2.7","1.6","7.8","2.9","7.5","2.8","8.3","2.9","22.7","5.6","9.9","4.0","13.8","4.4","7.3","2.9","12.1","3.6","69942","4353","111936","15286","29.8","(X)","(X)","(X)","(X)","(X)","1795","195","7.1","6.1","0.4","0.7","3.0","2.0","4.1","2.7","6.0","2.9","20.5","7.5","12.0","6.0","17.9","6.6","11.2","5.3","17.9","6.3","95977","20529","153419","28553","(X)","(X)","35.2","(X)","(X)","(X)","1307","170","8.0","7.6","0.5","0.9","1.9","2.1","4.9","3.6","7.0","3.9","16.6","8.2","10.0","5.8","15.0","5.4","11.5","6.4","24.6","8.7","105809","22516","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1819","247","8.7","4.1","4.9","3.1","12.6","5.3","10.8","4.4","10.6","5.0","24.9","8.1","7.8","4.0","10.9","5.9","2.3","1.8","6.4","3.4","53327","9578","70680","10029","(X)","(X)","(X)","(X)","24.4","(X)"
"8600000US90212","ZCTA5 90212","5632","267","7.6","2.6","4.0","1.9","4.0","1.6","4.5","1.9","10.4","2.6","14.2","3.7","10.0","3.8","18.7","3.1","9.2","2.8","17.4","3.6","84516","11532","139654","15822","26.4","(X)","(X)","(X)","(X)","(X)","2996","224","4.6","2.6","1.9","2.1","2.5","1.6","3.1","2.2","6.6","2.9","12.3","4.3","10.1","4.9","22.4","5.0","11.2","4.5","25.3","5.2","115405","12425","184474","25979","(X)","(X)","31.1","(X)","(X)","(X)","2180","233","1.4","1.1","1.3","2.0","0.6","1.0","1.4","1.3","4.5","2.8","12.0","4.6","8.9","6.2","24.4","6.4","13.3","5.6","32.2","6.6","127088","23950","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2636","283","11.1","4.7","6.5","3.3","5.6","3.0","6.1","3.2","15.4","4.7","15.7","5.5","9.9","4.7","14.9","4.5","6.5","3.6","8.4","4.1","57889","13055","88231","15616","(X)","(X)","(X)","(X)","20.3","(X)"
"8600000US90220","ZCTA5 90220","13154","364","8.3","1.5","7.4","1.4","12.9","1.9","10.1","1.6","15.5","1.8","20.6","2.1","11.0","1.8","11.2","1.7","2.4","0.9","0.7","0.3","45474","2645","54991","2120","46.2","(X)","(X)","(X)","(X)","(X)","10162","335","6.8","1.3","5.0","1.3","11.5","2.3","10.5","1.9","15.5","2.0","21.6","2.7","13.0","2.0","13.0","2.1","2.3","0.9","0.8","0.4","50713","3134","59049","2369","(X)","(X)","47.7","(X)","(X)","(X)","5511","384","2.0","0.9","3.4","1.6","9.5","3.0","6.2","1.9","12.4","2.5","24.0","3.3","18.4","3.2","19.7","3.5","3.2","1.4","1.1","0.6","64850","4447","72326","3573","(X)","(X)","(X)","(X)","(X)","(X)","2992","284","18.6","5.1","16.7","3.6","18.9","5.0","13.3","4.2","12.4","3.8","11.7","3.5","5.1","2.4","1.6","1.2","1.4","2.0","0.4","0.4","21750","3292","32310","4450","(X)","(X)","(X)","(X)","35.0","(X)"
"8600000US90221","ZCTA5 90221","11655","270","7.7","1.2","5.6","1.4","14.3","1.9","13.5","1.5","15.9","2.1","20.0","2.0","10.9","1.7","8.0","1.4","3.1","1.0","0.9","0.4","42753","2084","52984","2127","53.9","(X)","(X)","(X)","(X)","(X)","10068","277","8.2","1.7","4.7","1.4","13.7","1.8","12.9","1.7","16.5","2.4","21.0","2.4","11.4","1.8","7.7","1.2","3.2","1.0","0.6","0.3","43605","2057","52973","2204","(X)","(X)","53.3","(X)","(X)","(X)","5710","277","3.0","1.2","2.5","1.2","11.7","2.5","12.9","2.7","16.5","3.0","25.9","3.7","12.2","2.2","10.1","2.0","4.4","1.6","0.8","0.4","51792","2570","60666","3179","(X)","(X)","(X)","(X)","(X)","(X)","1587","222","15.8","5.5","17.3","5.6","17.5","5.8","15.3","5.3","13.9","5.7","12.2","4.0","2.7","2.3","2.8","2.3","1.5","2.4","0.9","1.1","24375","7094","34767","5265","(X)","(X)","(X)","(X)","44.5","(X)"
"8600000US90222","ZCTA5 90222","7949","270","9.7","2.3","9.2","2.1","14.7","2.3","11.8","2.3","16.7","2.6","17.7","2.9","11.8","2.3","7.1","1.9","0.9","0.5","0.4","0.3","40056","3675","47370","2499","49.2","(X)","(X)","(X)","(X)","(X)","6460","292","9.0","2.2","5.7","1.6","15.4","2.6","13.1","2.6","18.4","2.8","17.9","2.8","12.0","2.5","7.4","2.1","0.6","0.4","0.4","0.3","40508","3264","48625","2423","(X)","(X)","49.8","(X)","(X)","(X)","3274","309","4.0","2.4","6.0","2.6","13.2","3.4","11.4","3.5","21.5","4.7","16.4","3.8","15.5","4.1","10.4","3.8","1.0","0.7","0.5","0.5","46224","3430","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1489","201","16.5","6.2","23.4","7.5","18.9","7.2","10.0","4.6","13.1","5.9","9.1","5.4","4.0","3.2","3.5","2.8","1.5","2.3","0.0","2.3","17238","3001","31424","6059","(X)","(X)","(X)","(X)","34.0","(X)"
"8600000US90230","ZCTA5 90230","12980","387","5.3","1.4","3.7","1.1","8.6","1.5","7.1","1.7","9.8","1.7","16.5","2.6","12.2","1.9","19.0","2.4","7.7","1.7","10.0","1.8","73786","4102","97441","6254","28.5","(X)","(X)","(X)","(X)","(X)","7794","394","4.0","1.7","2.3","1.1","7.2","2.0","8.1","2.3","9.1","2.2","14.8","2.9","12.1","2.2","21.1","2.9","9.2","1.9","12.1","2.2","83561","8317","107749","8050","(X)","(X)","31.4","(X)","(X)","(X)","5499","414","1.1","0.9","1.6","1.3","4.4","1.8","4.2","1.8","8.3","2.5","14.4","3.6","13.0","2.9","24.7","3.6","11.9","2.5","16.4","2.9","103682","5814","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5186","397","8.4","2.4","6.0","2.1","11.1","3.0","5.5","2.2","10.8","3.0","19.3","4.4","11.7","3.3","15.4","3.6","5.7","2.9","6.0","2.7","57778","5677","79388","9374","(X)","(X)","(X)","(X)","22.7","(X)"
"8600000US90232","ZCTA5 90232","6289","221","6.3","2.5","3.9","1.5","8.8","3.0","5.6","2.3","10.6","3.0","15.9","3.3","12.3","2.6","14.8","3.4","10.0","2.1","11.7","2.1","71316","8206","100937","6825","35.2","(X)","(X)","(X)","(X)","(X)","3531","246","1.0","0.7","4.2","3.0","3.7","2.5","4.1","2.6","8.4","3.9","15.9","4.2","14.2","3.6","16.3","4.9","14.8","3.6","17.4","3.5","97909","11913","127741","10428","(X)","(X)","39.4","(X)","(X)","(X)","2697","251","1.0","0.9","1.0","1.5","3.4","2.3","3.8","3.1","6.7","3.8","11.9","3.8","12.9","4.1","18.6","5.8","18.4","4.5","22.2","4.4","118451","13132","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2758","296","13.1","5.3","5.0","1.9","15.3","5.7","7.5","3.9","13.9","4.2","16.3","5.0","10.0","3.3","10.7","3.9","3.8","2.1","4.4","2.3","44660","5647","64306","8610","(X)","(X)","(X)","(X)","29.9","(X)"
